NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	ACSF2	ACSF2	349	3.3956570625305176	0.018450012	No	
row_1	BSN	BSN	492	2.6000919342041016	0.03825381	No	
row_2	WNT5B	WNT5B	551	2.257614850997925	0.05840877	No	
row_3	MCF2L	MCF2L	659	1.9896998405456543	0.07363891	No	
row_4	SARM1	SARM1	824	1.6995035409927368	0.08335675	No	
row_5	DNM3	DNM3	922	1.5713622570037842	0.09481829	No	
row_6	ARVCF	ARVCF	1324	1.2046911716461182	0.08880001	No	
row_7	RNFT2	RNFT2	1366	1.1733397245407104	0.098782994	No	
row_8	BCAN	BCAN	1442	1.1379591226577759	0.1068678	No	
row_9	SEMA6C	SEMA6C	1705	1.0043998956680298	0.10512861	No	
row_10	MAP2	MAP2	1712	1.0010610818862915	0.11495938	No	
row_11	GPM6A	GPM6A	1751	0.9793711304664612	0.12312081	No	
row_12	TUBB2B	TUBB2B	1795	0.9611769914627075	0.13087198	No	
row_13	PIK3C2B	PIK3C2B	1839	0.9401041865348816	0.13841048	No	
row_14	DFFA	DFFA	1919	0.9014696478843689	0.14392732	No	
row_15	OLIG2	OLIG2	1982	0.867942750453949	0.14987637	No	
row_16	PGAP1	PGAP1	2063	0.8333543539047241	0.15466046	No	
row_17	CTNND2	CTNND2	2127	0.8093534111976624	0.15997289	No	
row_18	ATG4A	ATG4A	2135	0.8068926930427551	0.16779879	No	
row_19	MARCKSL1	MARCKSL1	2177	0.7903546094894409	0.17391667	No	
row_20	DPF1	DPF1	2257	0.7557624578475952	0.17796302	No	
row_21	CDK5R1	CDK5R1	2357	0.7344024181365967	0.18088728	No	
row_22	NOVA1	NOVA1	2593	0.6938578486442566	0.17723791	No	
row_23	PPIC	PPIC	2713	0.6706259846687317	0.178612	No	
row_24	PLD1	PLD1	2792	0.6502014994621277	0.18163836	No	
row_25	NLRX1	NLRX1	2828	0.6474227905273438	0.18658574	No	
row_26	GNG3	GNG3	3880	0.6016772389411926	0.1450194	No	
row_27	DBN1	DBN1	4366	0.5504633784294128	0.1285912	No	
row_28	CRMP1	CRMP1	4419	0.5338023900985718	0.13162135	No	
row_29	ADCY1	ADCY1	4653	0.47712236642837524	0.12587534	No	
row_30	SS18L1	SS18L1	4695	0.4719007611274719	0.12877937	No	
row_31	CHD7	CHD7	4776	0.4584572911262512	0.12978	No	
row_32	MARK1	MARK1	4921	0.4325443506240845	0.12761818	No	
row_33	PABPN1	PABPN1	5045	0.41386809945106506	0.12621975	No	
row_34	NFS1	NFS1	5195	0.3910715878009796	0.123412766	No	
row_35	APC2	APC2	5221	0.38695234060287476	0.12618473	No	
row_36	TMEM14A	TMEM14A	5261	0.3826960623264313	0.12827916	No	
row_37	AUH	AUH	5271	0.3806231915950775	0.13171248	No	
row_38	MYLK	MYLK	5503	0.3494091331958771	0.124768235	No	
row_39	TRMT2B	TRMT2B	5519	0.3469608724117279	0.12758987	No	
row_40	ARHGEF7	ARHGEF7	5580	0.3379819989204407	0.12828119	No	
row_41	SMARCE1	SMARCE1	5851	0.3051716685295105	0.11912275	No	
row_42	BCAS3	BCAS3	5916	0.29701119661331177	0.11921928	No	
row_43	PTOV1	PTOV1	5936	0.2947319447994232	0.12133252	No	
row_44	TRIM36	TRIM36	6029	0.28343188762664795	0.12002285	No	
row_45	VEZF1	VEZF1	6086	0.2768930196762085	0.12027896	No	
row_46	SLC17A5	SLC17A5	6145	0.2691858410835266	0.12036664	No	
row_47	CYFIP2	CYFIP2	6393	0.24302984774112701	0.111623585	No	
row_48	NKAIN1	NKAIN1	6558	0.22976520657539368	0.106508784	No	
row_49	HMGCL	HMGCL	6583	0.2266145944595337	0.10770794	No	
row_50	ITGA2	ITGA2	6817	0.2040460854768753	0.09920603	No	
row_51	WIPI1	WIPI1	6917	0.19673143327236176	0.096704096	No	
row_52	KIFAP3	KIFAP3	6985	0.1917707324028015	0.09560256	No	
row_53	TGFBRAP1	TGFBRAP1	7017	0.18940076231956482	0.09610887	No	
row_54	IRAK4	IRAK4	7130	0.1787301003932953	0.092836015	No	
row_55	TRIM24	TRIM24	7942	0.12322892248630524	0.0573196	No	
row_56	ZMIZ1	ZMIZ1	7955	0.12232840806245804	0.05801022	No	
row_57	MAN1B1	MAN1B1	7961	0.12197957187891006	0.059014607	No	
row_58	HNRNPA0	HNRNPA0	8019	0.11799085885286331	0.057621747	No	
row_59	PEX6	PEX6	8038	0.1166582927107811	0.057983182	No	
row_60	ARAF	ARAF	8454	0.089459128677845	0.040075384	No	
row_61	NPC2	NPC2	8485	0.0878000557422638	0.03960166	No	
row_62	CSNK1D	CSNK1D	8795	0.06693307310342789	0.026271166	No	
row_63	RSBN1	RSBN1	8846	0.06374426186084747	0.024648136	No	
row_64	SPAG4	SPAG4	8947	0.0564076267182827	0.020684721	No	
row_65	CYTH2	CYTH2	9038	0.04997742921113968	0.017109683	No	
row_66	HIPK2	HIPK2	9170	0.04163217917084694	0.011592024	No	
